StudentID,Name,AcademicInterest,ExtracurricularActivities,Skillset 1,Skillset 2,Skillset 3,Skillset 4,Skillset 5,Location,YearOfStudy,Major,GPA,Language Known 1,Language Known 2,Language Known 3,Language Known 4,Language Known 5,ResearchInterests,Attendance
910,Timothy Miranda,Biology,Art Club,Public Speaking, Artistic, Programming,Null,Null,San Francisco,Senior,Computer Science,3.7,English, Chinese,Null,Null,Null,Educational Technology,79.0
911,Sara Garcia,Psychology,Music Club,Programming, Artistic, Problem Solving, Public Speaking,Null,Los Angeles,Junior,Computer Science,3.69,French, English, Chinese, German, Japanese,Behavioral Economics,73.0
912,Lisa Reed,Psychology,Coding Club,Public Speaking, Data Analysis, Problem Solving,Null,Null,New York,Sophomore,Psychology,3.73,Chinese, German, Spanish,Null,Null,Astrophysics,77.0
913,Denise Pierce,Computer Science,Coding Club,Data Analysis, Leadership, Problem Solving,Null,Null,Los Angeles,Junior,Psychology,3.45,Japanese,Null,Null,Null,Null,Data Science,60.0
914,Jessica Cruz,Physics,Music Club,Leadership,Null,Null,Null,Null,New York,Junior,Psychology,3.96,German, Japanese,Null,Null,Null,Cybersecurity,100.0
915,Troy Ramos,Mathematics,Sports Team,Data Analysis, Leadership, Programming, Artistic,Null,San Francisco,Sophomore,Biology,2.97,English, German, Japanese,Null,Null,Space Exploration,23.0
916,Chad Smith,Biology,Volunteer Group,Programming, Public Speaking,Null,Null,Null,New York,Junior,Physics,3.78,Spanish, English,Null,Null,Null,Data Science,84.0
917,Allison Ellis,Psychology,Volunteer Group,Artistic, Data Analysis, Public Speaking, Leadership,Null,San Francisco,Junior,Mathematics,3.42,Chinese, Spanish,Null,Null,Null,Social Sciences,65.0
918,Charlene Winters,Biology,Art Club,Problem Solving, Artistic, Leadership,Null,Null,Chicago,Junior,Biology,2.15,Spanish, French, Japanese, Chinese, English,Climate Change,13.0
919,Bryan Hicks,Psychology,Coding Club,Data Analysis, Problem Solving, Artistic, Programming, Public Speaking,Los Angeles,Sophomore,Computer Science,3.57,Spanish, Japanese, German, Chinese, English,Quantum Computing,61.0
920,Brittany Jenkins,Physics,Coding Club,Artistic, Problem Solving, Data Analysis, Programming, Leadership,Houston,Freshman,Computer Science,2.71,Japanese, Chinese,Null,Null,Null,Human-Computer Interaction,0.0
921,Dominique Lee,History,Sports Team,Public Speaking, Artistic,Null,Null,Null,San Francisco,Senior,History,3.55,English, Japanese, Spanish, French,Null,Urban Planning,67.0
922,Joshua Morse,Psychology,Coding Club,Artistic, Programming, Leadership,Null,Null,San Francisco,Graduate,Physics,3.57,French, Spanish, English, German, Japanese,Cognitive Psychology,66.0
923,Johnathan Baldwin,Psychology,Volunteer Group,Data Analysis, Public Speaking, Artistic,Null,Null,San Francisco,Graduate,Computer Science,2.79,English, Japanese,Null,Null,Null,Biomedical Engineering,24.0
924,Curtis Snyder,History,Sports Team,Leadership, Artistic, Problem Solving, Programming, Data Analysis,Chicago,Graduate,Biology,2.29,German, Spanish, French, English,Null,Renewable Energy,6.0
925,Stephanie Glenn,Physics,Volunteer Group,Data Analysis,Null,Null,Null,Null,San Francisco,Graduate,Computer Science,2.12,Spanish, Japanese, German, French, English,Biomedical Engineering,23.0
926,Ann Dennis,History,Debate Club,Artistic, Leadership, Data Analysis, Programming, Public Speaking,Boston,Sophomore,Physics,3.57,Japanese, French, English,Null,Null,Cybersecurity,60.0
927,Jennifer Chen,Biology,Sports Team,Data Analysis, Leadership, Artistic,Null,Null,Chicago,Senior,Computer Science,2.05,Japanese, Spanish,Null,Null,Null,Space Exploration,13.0
928,Bryan Pittman,Mathematics,Debate Club,Data Analysis, Problem Solving,Null,Null,Null,Boston,Senior,Biology,2.52,Chinese,Null,Null,Null,Null,Climate Change,8.0
929,Thomas Henderson,Psychology,Music Club,Leadership, Programming,Null,Null,Null,Chicago,Senior,History,2.04,Chinese, Spanish, German, Japanese, English,Quantum Computing,3.0
930,Elizabeth Smith,Computer Science,Debate Club,Problem Solving, Programming,Null,Null,Null,Boston,Freshman,Psychology,2.08,Japanese, German, French,Null,Null,Natural Language Processing,13.0
931,Erica Williams,Computer Science,Sports Team,Problem Solving,Null,Null,Null,Null,Chicago,Freshman,Computer Science,2.77,Spanish, Chinese,Null,Null,Null,Environmental Sustainability,20.0
932,William Coleman,Computer Science,Sports Team,Problem Solving, Public Speaking, Artistic, Data Analysis,Null,Houston,Freshman,Physics,3.82,English, Japanese, French, Spanish, German,Cybersecurity,92.0
933,James Williamson,Psychology,Coding Club,Problem Solving,Null,Null,Null,Null,Los Angeles,Graduate,Physics,2.94,English, German,Null,Null,Null,Quantum Computing,9.0
934,Catherine Mccormick,Mathematics,Debate Club,Leadership, Problem Solving, Artistic, Public Speaking, Data Analysis,New York,Sophomore,Psychology,3.03,Spanish, English, French, Japanese, Chinese,Blockchain Technology,39.0
935,Angela Smith,History,Debate Club,Leadership,Null,Null,Null,Null,Boston,Junior,Mathematics,2.34,English, Spanish, Japanese, French, German,Climate Change,11.0
936,Melissa Butler,Computer Science,Sports Team,Data Analysis, Programming, Leadership,Null,Null,Los Angeles,Freshman,Physics,3.91,German,Null,Null,Null,Null,Natural Language Processing,86.0
937,Lisa Cole,Computer Science,Volunteer Group,Artistic, Problem Solving, Programming,Null,Null,Boston,Freshman,Mathematics,3.96,English, Spanish, German, Japanese, Chinese,Blockchain Technology,91.0
938,Melissa Sloan,Mathematics,Coding Club,Artistic, Programming, Public Speaking,Null,Null,Los Angeles,Senior,Biology,3.04,Spanish, English, Chinese, French, Japanese,Quantum Computing,32.0
939,William Ingram,Physics,Music Club,Problem Solving,Null,Null,Null,Null,Los Angeles,Graduate,Biology,3.32,Chinese, English, German, French, Spanish,Renewable Energy,53.0
940,Brandon Hall,Physics,Volunteer Group,Leadership, Artistic, Data Analysis,Null,Null,New York,Freshman,History,2.97,Japanese, French, English,Null,Null,Environmental Sustainability,6.0
941,Luis Johnson,Physics,Music Club,Artistic,Null,Null,Null,Null,Houston,Sophomore,Biology,2.33,Spanish, French, Chinese,Null,Null,Biomedical Engineering,21.0
942,Samantha Hale,Mathematics,Sports Team,Leadership, Programming, Artistic, Data Analysis,Null,Los Angeles,Senior,Mathematics,3.23,English, French, German, Spanish, Japanese,Political Science,49.0
943,Tina Ross,History,Debate Club,Public Speaking, Data Analysis, Programming, Problem Solving, Artistic,Boston,Freshman,History,2.21,Japanese, English, Chinese, Spanish,Null,Climate Change,6.0
944,Michael King,Mathematics,Sports Team,Leadership, Artistic, Data Analysis,Null,Null,Boston,Junior,Physics,2.73,Japanese, French, English, Chinese, Spanish,Human-Computer Interaction,5.0
945,Michael Sanchez,Computer Science,Debate Club,Programming, Public Speaking,Null,Null,Null,Los Angeles,Freshman,Computer Science,3.38,French, German, Japanese, English, Chinese,Climate Change,55.0
946,Matthew Brown,Psychology,Sports Team,Leadership, Data Analysis, Problem Solving, Public Speaking, Artistic,Los Angeles,Sophomore,Mathematics,2.74,Spanish, French, Japanese,Null,Null,Climate Change,16.0
947,Jamie White,Physics,Debate Club,Problem Solving, Artistic,Null,Null,Null,Los Angeles,Graduate,Biology,2.79,French, Chinese, Spanish,Null,Null,Blockchain Technology,2.0
948,Rachel Potter,Psychology,Sports Team,Leadership, Programming,Null,Null,Null,Chicago,Senior,Mathematics,2.33,German, French, Japanese, English, Spanish,Environmental Sustainability,3.0
949,Antonio Lopez,Psychology,Sports Team,Programming, Public Speaking, Problem Solving, Leadership,Null,Boston,Freshman,Biology,2.7,French, English, Spanish,Null,Null,Natural Language Processing,7.0
950,Darlene Ford,Mathematics,Art Club,Data Analysis, Public Speaking, Leadership, Problem Solving,Null,Boston,Sophomore,History,2.11,Spanish, French,Null,Null,Null,Blockchain Technology,2.0
951,Austin Miller,Mathematics,Art Club,Artistic, Leadership, Problem Solving, Data Analysis, Programming,Houston,Senior,Biology,2.22,Japanese, English, French,Null,Null,Astrophysics,11.0
952,Krista Cordova,History,Sports Team,Data Analysis, Leadership, Public Speaking,Null,Null,Chicago,Junior,Psychology,3.71,German, Spanish,Null,Null,Null,Biomedical Engineering,83.0
953,Susan Choi,History,Sports Team,Leadership, Problem Solving, Public Speaking, Programming, Artistic,Houston,Sophomore,Physics,3.2,French, Japanese, Chinese, Spanish, German,Robotics,26.0
954,Amanda Flores,History,Sports Team,Leadership, Data Analysis, Programming, Artistic,Null,New York,Graduate,Computer Science,3.22,German,Null,Null,Null,Null,Nanotechnology,55.0
955,Steven Morris,Mathematics,Sports Team,Data Analysis, Programming, Problem Solving, Artistic, Leadership,Los Angeles,Graduate,Psychology,2.61,Chinese, Spanish, German, French, English,Sustainable Agriculture,4.0
956,Lori Lucero,Biology,Art Club,Artistic, Data Analysis,Null,Null,Null,Boston,Sophomore,Computer Science,3.89,Spanish, German,Null,Null,Null,Renewable Energy,97.0
957,George Kelley,Biology,Volunteer Group,Public Speaking, Programming,Null,Null,Null,Houston,Junior,Biology,2.48,Spanish, Japanese, Chinese, German, French,Nanotechnology,14.0
958,Amy Wright,History,Sports Team,Artistic, Programming,Null,Null,Null,New York,Senior,Mathematics,2.23,French,Null,Null,Null,Null,Robotics,1.0
959,Larry White,Psychology,Coding Club,Programming, Artistic, Data Analysis, Problem Solving, Public Speaking,Boston,Junior,Biology,2.43,Spanish, Chinese, Japanese, English, German,Educational Technology,18.0
960,Dale Lewis,Physics,Art Club,Leadership,Null,Null,Null,Null,Houston,Senior,Biology,3.31,German, English, Japanese, Chinese, Spanish,Sustainable Agriculture,47.0
961,Wesley Williams,History,Music Club,Artistic, Problem Solving,Null,Null,Null,Houston,Sophomore,Computer Science,3.81,Japanese, German, English, Chinese,Null,Sustainable Agriculture,87.0
962,Chad Howell,History,Art Club,Leadership, Programming, Public Speaking, Artistic, Data Analysis,Houston,Freshman,History,2.26,German, Chinese, English, French, Spanish,Machine Learning,1.0
963,Justin Ramsey,Biology,Coding Club,Data Analysis, Artistic,Null,Null,Null,Boston,Sophomore,Mathematics,2.86,Chinese, Spanish, Japanese, French, English,Data Science,13.0
964,David Morales,Mathematics,Music Club,Problem Solving, Programming, Public Speaking, Data Analysis, Leadership,Los Angeles,Graduate,Mathematics,3.2,Japanese,Null,Null,Null,Null,Climate Change,35.0
965,Erin Price,Mathematics,Sports Team,Leadership, Data Analysis, Programming, Public Speaking, Artistic,Los Angeles,Sophomore,Biology,2.53,Chinese, French, English, Spanish, Japanese,Cognitive Psychology,4.0
966,Joanna Ortiz,Mathematics,Debate Club,Data Analysis, Public Speaking, Problem Solving, Programming, Artistic,New York,Senior,Biology,2.56,German, French, Chinese,Null,Null,Renewable Energy,6.0
967,John Gonzales,Mathematics,Volunteer Group,Problem Solving, Public Speaking,Null,Null,Null,Chicago,Senior,Psychology,3.62,English, Japanese,Null,Null,Null,Urban Planning,75.0
968,Anthony Nelson,Biology,Volunteer Group,Data Analysis, Public Speaking, Artistic, Leadership,Null,Houston,Freshman,Mathematics,3.58,Spanish,Null,Null,Null,Null,Renewable Energy,64.0
969,Arthur Johnson,Psychology,Volunteer Group,Data Analysis, Problem Solving, Artistic,Null,Null,Houston,Sophomore,Physics,3.08,Chinese, English, French, German, Spanish,Healthcare Management,35.0
970,William Hughes,History,Art Club,Artistic, Data Analysis, Programming, Problem Solving, Leadership,Houston,Sophomore,Biology,2.41,English, French,Null,Null,Null,Renewable Energy,19.0
971,Diane Rollins,History,Sports Team,Data Analysis, Leadership, Artistic, Programming, Public Speaking,San Francisco,Junior,Psychology,2.65,German, French, Chinese, Spanish,Null,Natural Language Processing,4.0
972,Kimberly Davis,Computer Science,Music Club,Artistic, Leadership, Problem Solving, Public Speaking, Data Analysis,Houston,Graduate,History,2.34,Japanese,Null,Null,Null,Null,Renewable Energy,0.0
973,Kathleen Sullivan,Physics,Coding Club,Leadership, Data Analysis, Artistic,Null,Null,Los Angeles,Sophomore,Psychology,2.12,Spanish, English, French,Null,Null,Blockchain Technology,18.0
974,Phillip Smith,Biology,Music Club,Public Speaking, Problem Solving, Data Analysis,Null,Null,Houston,Junior,Physics,3.52,German, Chinese, French, Japanese,Null,Cybersecurity,65.0
975,Sean Collier,Mathematics,Sports Team,Public Speaking, Programming,Null,Null,Null,New York,Graduate,Biology,2.55,German, Japanese, Spanish, French, Chinese,Biomedical Engineering,6.0
976,Christine Cruz,Psychology,Sports Team,Public Speaking, Leadership, Programming, Artistic,Null,Los Angeles,Graduate,Computer Science,2.25,Spanish, German, English,Null,Null,Sustainable Agriculture,1.0
977,Rebekah Lee,Physics,Volunteer Group,Public Speaking, Leadership, Problem Solving, Artistic, Programming,Houston,Sophomore,History,2.47,Chinese, German,Null,Null,Null,Space Exploration,16.0
978,Mark Rogers,Physics,Coding Club,Artistic, Programming,Null,Null,Null,Los Angeles,Senior,Physics,2.71,French, German, Japanese, English, Spanish,Astrophysics,14.0
979,Stacey Fletcher,Physics,Volunteer Group,Problem Solving, Leadership,Null,Null,Null,Boston,Freshman,Mathematics,3.53,English, Spanish, Japanese,Null,Null,Social Sciences,63.0
980,Raymond Williams,History,Music Club,Leadership,Null,Null,Null,Null,San Francisco,Junior,History,2.98,Chinese, French, German,Null,Null,Data Science,11.0
981,Arthur Collins,Biology,Volunteer Group,Problem Solving, Public Speaking, Programming, Leadership, Data Analysis,Houston,Senior,Psychology,2.79,English, Japanese, French, German, Chinese,Quantum Computing,17.0
982,Lori Zimmerman,Physics,Coding Club,Problem Solving, Public Speaking, Programming, Data Analysis, Artistic,Houston,Graduate,Biology,3.2,French, Japanese, English, Spanish, German,Natural Language Processing,29.0
983,Colleen Morris,Computer Science,Sports Team,Leadership, Public Speaking, Programming,Null,Null,New York,Freshman,Mathematics,3.55,Chinese,Null,Null,Null,Null,Machine Learning,69.0
984,Tina Lopez,Computer Science,Sports Team,Leadership, Programming, Data Analysis, Artistic, Problem Solving,Houston,Freshman,Psychology,2.6,Spanish, Chinese, English, German, French,Artificial Intelligence,14.0
985,Michele Snow,Computer Science,Debate Club,Data Analysis, Leadership, Public Speaking, Problem Solving, Programming,Chicago,Senior,Psychology,2.66,English, Chinese, German,Null,Null,Data Science,3.0
986,Anthony Peters,Mathematics,Coding Club,Leadership, Programming, Artistic, Data Analysis, Problem Solving,Los Angeles,Junior,Mathematics,2.56,German, English, Chinese, Japanese, French,Human-Computer Interaction,13.0
987,Tanya White,Biology,Volunteer Group,Public Speaking, Problem Solving,Null,Null,Null,New York,Senior,Mathematics,3.61,Chinese,Null,Null,Null,Null,Climate Change,80.0
988,Luke Chavez,Psychology,Coding Club,Programming,Null,Null,Null,Null,San Francisco,Junior,Computer Science,3.01,German, Chinese, English,Null,Null,Healthcare Management,37.0
989,Jacqueline Downs,Mathematics,Art Club,Leadership, Data Analysis, Artistic, Problem Solving,Null,Chicago,Freshman,Mathematics,2.97,Spanish, German,Null,Null,Null,Astrophysics,25.0
990,Beverly Floyd,Physics,Sports Team,Problem Solving, Data Analysis, Public Speaking, Programming,Null,Boston,Senior,Psychology,2.6,Spanish, Chinese, English, Japanese, French,Data Science,10.0
991,Gabriel Nolan,Psychology,Sports Team,Programming, Problem Solving,Null,Null,Null,Los Angeles,Sophomore,Mathematics,3.37,Japanese, English,Null,Null,Null,Artificial Intelligence,55.0
992,Kimberly Aguilar,Physics,Sports Team,Problem Solving, Leadership,Null,Null,Null,Houston,Sophomore,Mathematics,2.06,Chinese, English,Null,Null,Null,Educational Technology,4.0
993,Jared Frost,Mathematics,Music Club,Programming, Problem Solving, Data Analysis, Leadership, Public Speaking,Boston,Sophomore,Computer Science,2.97,French, English, Spanish, Chinese, German,Natural Language Processing,23.0
994,Jeffrey Williams,Computer Science,Sports Team,Data Analysis, Artistic,Null,Null,Null,New York,Senior,Mathematics,3.23,German,Null,Null,Null,Null,Machine Learning,42.0
995,Edward Harper,History,Sports Team,Data Analysis, Leadership, Programming, Artistic, Problem Solving,New York,Senior,History,2.26,Spanish, Chinese, English,Null,Null,Cognitive Psychology,5.0
996,Justin Jordan,History,Sports Team,Leadership, Artistic, Programming, Public Speaking, Data Analysis,Chicago,Freshman,Mathematics,2.21,French, Chinese, English,Null,Null,Astrophysics,7.0
997,Lauren Baker,Psychology,Art Club,Data Analysis, Leadership,Null,Null,Null,New York,Graduate,Biology,3.62,Spanish, German, Chinese,Null,Null,Data Science,79.0
998,Charles Lewis,Mathematics,Volunteer Group,Public Speaking, Programming, Artistic, Leadership, Problem Solving,New York,Junior,Biology,3.09,Spanish, German, Japanese, Chinese, French,Space Exploration,29.0
